sample_name	sample_name_original	barcode_prefix	sample_type	emp500_shotgun_assembly_sample_name	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_sampling_material	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	empo_4	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	read_count_shotgun_woltka_norm	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	alpha_shotgun_woltka_norm_10perc_min6550_richness	alpha_shotgun_woltka_norm_10perc_min6550_shannon	alpha_shotgun_woltka_norm_10perc_min6550_faithspd	alpha_shotgun_woltka_norm_10perc_rar6550_richness	alpha_shotgun_woltka_norm_10perc_rar6550_shannon	alpha_shotgun_woltka_norm_10perc_rar6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_min6550_richness	alpha_shotgun_woltka_norm_noSingletons_min6550_shannon	alpha_shotgun_woltka_norm_noSingletons_min6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_rar6550_richness	alpha_shotgun_woltka_norm_noSingletons_rar6550_shannon	alpha_shotgun_woltka_norm_noSingletons_rar6550_faithspd	alpha_lcms_cmn_microbial_shannon	alpha_lcms_cmn_microbial_richness	alpha_lcms_cmn_shannon	alpha_lcms_cmn_richness	alpha_lcms_fbmn_microbial_richness	alpha_lcms_fbmn_microbial_noSingletons_richness	alpha_gcms_filt50_shannon	alpha_gcms_filt50_richness	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material	songbird_trainTest_8020_empo_4
13114.seedorf.71.s014	Seedorf71.PP3soil.12	seedorf.71.s014	soil	soil_palm_plantations	EMP_Sdf_PP3_12_081_GC	not applicable	note applicable	PNNL	8H2_Seedorf71-PP3soil-12.mzML	8H2_Seedorf71-PP3soil-12	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	2/24/16 8:35	0	not applicable	soil from directly below planted tenera type African oil palm	50	Seedorf	71	Seedorf71	Singapore plant-associated soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	urban biome	oil palm plantation	surface soil	soil	soil	Singapore:Temasek Life Sciences Laboratory	palm tree plantation soil	not applicable	1.294588	103.776828	Singapore plant-associated soils	soil metagenome	11959291	28959	92648	44923	938	7.573422063	127.6142101	493	7.372560404	76.75998546	1248	7.844992265	177.4084234	1248	7.844992265	177.4084234	909	7.764285374	136.5164587	1689	8.467672188206672	205.20060399293152	1022	8.3301233067267475	131.19443804762818	1689	8.467672188206672	205.20060399293152	1022	8.3301233067267475	131.19443804762818	not applicable	not applicable	3.1168870707424667	31	2937	2937	4.759486387950015	197	Train	Train	Train	Test	Train
13114.shade.23.s001	Shade23.Cen01.14102015	shade.23.s001	soil	soil_centralia	EMP_Cen01_14_085_GC	not applicable	note applicable	PNNL	8H6_Cen01-14102015.mzML	8H6_Cen01-14102015	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/14/15 12:52	0.2	not applicable	Recovered	465	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen01.14102015	not applicable	40.7988	-76.33928	Centralia soil samples	soil metagenome	192787	2383	8600	3254	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	175	5.235426799	32.24952445	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.129751003219538	13	2296	2296	4.40079900542732	190	Test	Test	Test	Train	Train
13114.shade.23.s002	Shade23.Cen03.14102015	shade.23.s002	soil	soil_centralia	EMP_Cen03_14_092_GC	not applicable	note applicable	PNNL	9A2_Cen03-14102015.mzML	9A2_Cen03-14102015	9	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/14/15 11:50	0.2	not applicable	Recovered	463	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen03.14102015	not applicable	40.798	-76.341133	Centralia soil samples	soil metagenome	51918861	221903	1089458	367148	1093	6.351529334	144.3369927	366	6.171206203	59.66943411	1544	6.579598712	220.0719784	1542	6.579222537	219.1245548	700	6.511274282	105.4524335	2298	7.356622985598996	279.7255114731886	757	7.161288801590197	108.56374839380055	2298	7.356622985598996	279.7255114731886	757	7.161288801590197	108.56374839380055	-0	1	4.49407541560011	30	2908	2908	4.573650315908814	203	Train	Test	Train	Train	Train
13114.shade.23.s003	Shade23.Cen06.14102015	shade.23.s003	soil	soil_centralia	EMP_Cen06_14_087_GC	not applicable	note applicable	PNNL	8H8_Cen06-14102015.mzML	8H8_Cen06-14102015	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/14/15 10:26	0.2	not applicable	FireAffected	466	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen06.14102015	not applicable	40.7974	-76.341766	Centralia soil samples	soil metagenome	10068612	30529	69914	53066	546	6.306196604	83.09293807	320	6.194933659	52.78437501	668	6.508088171	102.3464742	668	6.508088171	102.3464742	518	6.465779092	81.52259545	1156	7.5719243035422945	154.72494142410278	702	7.4194939585237405	98.5140694354941	1156	7.5719243035422945	154.72494142410278	702	7.4194939585237405	98.5140694354941	not applicable	not applicable	2.715167159742994	15	2240	2240	3.5319374540395	191	Test	Test	Test	Train	Train
13114.shade.23.s004	Shade23.Cen12.12102015	shade.23.s004	soil	soil_centralia	EMP_Cen12_12_084_GC	not applicable	note applicable	PNNL	8H5_Cen12-12102015.mzML	8H5_Cen12-12102015	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/12/2015 16:44	0.2	not applicable	FireAffected	476	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen12.12102015	not applicable	40.8013	-76.34315	Centralia soil samples	soil metagenome	12531432	38189	97499	54673	641	5.694400961	93.48417209	266	5.578409207	47.40930865	823	5.979905845	123.3864945	823	5.979905845	123.3864945	538	5.921149559	87.89226449	1241	6.853248511404118	160.18774689929683	636	6.734685652975407	95.04395346794104	1241	6.853248511404118	160.18774689929683	636	6.734685652975407	95.04395346794104	not applicable	not applicable	3.875592849349364	17	2440	2440	4.205209008891758	192	Train	Test	Train	Train	Test
13114.shade.23.s005	Shade23.Cen14.12102015	shade.23.s005	soil	soil_centralia	EMP_Cen14_12_089_GC	not applicable	note applicable	PNNL	8H11_Cen14-12102015.mzML	8H11_Cen14-12102015	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/12/2015 12:47	0.2	not applicable	FireAffected	481	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen14.12102015	not applicable	40.8007	-76.34115	Centralia soil samples	soil metagenome	87049	63	548	78	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	18	3.150046387	8.087198507	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3.302011267611654	15	2237	2237	4.511330602416561	195	Test	Test	Test	Test	Train
13114.shade.23.s006	Shade23.Cen15.12102015	shade.23.s006	soil	soil_centralia	EMP_Cen15_12_090_GC	not applicable	note applicable	PNNL	8H12_Cen15-12102015.mzML	8H12_Cen15-12102015	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/12/2015 13:15	0.2	not applicable	FireAffected	475	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen15.12102015	not applicable	40.8008	-76.3414833	Centralia soil samples	soil metagenome	3179851	7231	41195	11389	292	5.620847644	54.44682899	266	5.609638913	49.20815283	339	5.683663124	66.21675555	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	697	6.764686907465772	100.88918677547986	574	6.712226826228906	87.5334540799438	697	6.764686907465772	100.88918677547986	574	6.712226826228906	87.5334540799438	not applicable	not applicable	3.4940643771036477	14	2724	2724	4.575508981841692	198	Train	Test	Train	Test	Train
13114.shade.23.s007	Shade23.Cen16.12102015	shade.23.s007	soil	soil_centralia	EMP_Cen16_12_086_GC	not applicable	note applicable	PNNL	8H7_Cen16-12102015.mzML	8H7_Cen16-12102015	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/12/2015 13:35	0.2	not applicable	FireAffected	480	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen16.12102015	not applicable	40.8008	-76.34145	Centralia soil samples	soil metagenome	10148232	12610	71834	21640	541	7.004632908	85.75756914	390	6.880450664	66.20714814	652	7.241695416	107.1211455	652	7.241695416	107.1211455	619	7.245231649	103.0147357	1193	7.946312092018622	155.90226029455562	804	7.827792193294283	116.44537080087912	1193	7.946312092018622	155.90226029455562	804	7.827792193294283	116.44537080087912	-0	1	2.8822032066342134	11	2198	2198	4.411835990158724	191	Test	Test	Test	Test	Test
13114.shade.23.s008	Shade23.Cen17.12102015	shade.23.s008	soil	soil_centralia	EMP_Cen17_12_088_GC	not applicable	note applicable	PNNL	8H9_Cen17-12102015.mzML	8H9_Cen17-12102015	8	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/12/2015 14:36	0.2	not applicable	Reference	482	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen17.12102015	not applicable	40.79996	-76.3402666	Centralia soil samples	soil metagenome	34836236	169044	238344	240712	1140	6.522028747	151.4714785	427	6.429855029	68.71962802	1613	6.717428511	233.6795204	1613	6.717428511	233.6795204	737	6.555797657	114.2733347	2159	7.399780435268272	271.32921369325027	864	7.232616367631013	121.53357393341071	2159	7.399780435268272	271.32921369325027	864	7.232616367631013	121.53357393341071	not applicable	not applicable	3.354482733941987	12	2337	2337	4.443859785607254	189	Train	Test	Train	Test	Train
13114.shade.23.s009	Shade23.Cen19.12102015	shade.23.s009	soil	soil_centralia	EMP_Cen19_12_093_GC	not applicable	note applicable	PNNL	9A3_Cen19-12102015.mzML	9A3_Cen19-12102015	9	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/12/2015 13:49	0.2	not applicable	FireAffected	471	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen19.12102015	not applicable	40.80078	-76.3415166	Centralia soil samples	soil metagenome	11401230	36158	118048	51852	589	3.680335645	93.23835587	259	3.673015068	49.65345658	769	4.375424313	123.533622	767	4.373957049	122.6357347	497	4.374495149	87.47254596	1217	5.320774794805586	160.2777993227512	571	5.124696873441218	86.4622053815026	1217	5.320774794805586	160.2777993227512	571	5.124696873441218	86.4622053815026	not applicable	not applicable	3.8672176029143595	44	2547	2547	4.1472667153356575	187	Test	Test	Test	Test	Train
13114.shade.23.s010	Shade23.Cen20.12102015	shade.23.s010	soil	soil_centralia	EMP_Cen20_12_091_GC	not applicable	note applicable	PNNL	9A1_Cen20-12102015.mzML	9A1_Cen20-12102015	9	Bulk_Seed_PNNL	Sample	Bulk	not applicable	10/12/2015 17:24	0.2	not applicable	FireAffected	465	Shade	23	Shade23	Centralia soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	anthropogenic terrestrial biome	anthropogenic contamination feature	soil	soil	soil	United States of America:Commonwealth of Pennsylvania:Borough of Centralia	Cen20.12102015	not applicable	40.8012	-76.34256666	Centralia soil samples	soil metagenome	13513034	156816	245552	250105	644	4.98387434	94.84946968	274	4.813976264	50.06780633	826	3.773726574	135.6115926	823	3.771924043	134.5873914	341	3.758426841	66.397728	1264	6.162991475680329	169.98520279392324	607	6.046853227818006	94.92107543619818	1264	6.162991475680329	169.98520279392324	607	6.046853227818006	94.92107543619818	-0	1	2.9792678677091726	20	2504	2504	4.555482607880406	196	Train	Test	Train	Test	Train
13114.smith.39.s001	Smith39.CAUL	smith.39.s001	algae	tissue_sponge_algae	EMP_Feces_smith_39_s001_a03_M_061	61	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10/05/2015 0:00	5	not applicable	Algae swab from Palmyra	0	Smith	39	Smith39	Palmyra algae	EMP sample	Host-associated	Plant	Plant surface	Saline	Host-associated (saline)	Plant (saline)	Plant (saline)	Plant surface (saline)	Plant surface (saline)	Plant surface (saline)	marine reef biome	marine benthic feature	organic material	host-associated	host-associated	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll	CAUL	not applicable	5.888556	-162.124306	Algae from Palmyra Atoll	algae metagenome	3315790	2372	8950	4332	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	403	7.140483467	90.32485054	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3.391512145244885	172	Test	Train	Train	Train	Train
13114.smith.39.s002	Smith39.CCA	smith.39.s002	algae	tissue_sponge_algae	EMP_Feces_smith_39_s002_a03_M_062	62	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10/04/2015 0:00	5	not applicable	Algae swab from Palmyra	0	Smith	39	Smith39	Palmyra algae	EMP sample	Host-associated	Plant	Plant surface	Saline	Host-associated (saline)	Plant (saline)	Plant (saline)	Plant surface (saline)	Plant surface (saline)	Plant surface (saline)	marine reef biome	marine benthic feature	organic material	host-associated	host-associated	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll	CCA	not applicable	5.886472	-162.120194	Algae from Palmyra Atoll	algae metagenome	3110036	4542	19715	14140	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	354	6.277002435	77.81388847	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	784	6.728428724613612	120.0007764810739	725	6.721232366285905	113.0282623891801	784	6.728428724613612	120.0007764810739	725	6.721232366285905	113.0282623891801	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4.482737057707599	170	Train	Train	Train	Train	Train
13114.smith.39.s003	Smith39.CYANO	smith.39.s003	algae	tissue_sponge_algae	EMP_Feces_smith_39_s003_a03_M_063	63	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10/04/2015 0:00	5	not applicable	Algae swab from Palmyra	0	Smith	39	Smith39	Palmyra algae	EMP sample	Host-associated	Plant	Plant surface	Saline	Host-associated (saline)	Plant (saline)	Plant (saline)	Plant surface (saline)	Plant surface (saline)	Plant surface (saline)	marine reef biome	marine benthic feature	organic material	host-associated	host-associated	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll	CYANO	not applicable	5.886472	-162.120194	Algae from Palmyra Atoll	algae metagenome	14384004	12967	37641	29132	415	6.753631364	91.00932207	355	6.731760522	81.02108235	904	7.85222587	170.0146873	901	7.849736767	169.6689184	849	7.840473966	160.5603519	1505	8.822857481644615	211.09182192298363	1096	8.707337232599116	167.0044480041479	1505	8.822857481644615	211.09182192298363	1096	8.707337232599116	167.0044480041479	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3.8053129394317606	166	Test	Train	Train	Train	Train
13114.smith.39.s004	Smith39.DICT	smith.39.s004	algae	tissue_sponge_algae	EMP_Feces_smith_39_s004_a03_M_064	64	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10/04/2015 0:00	5	not applicable	Algae swab from Palmyra	0	Smith	39	Smith39	Palmyra algae	EMP sample	Host-associated	Plant	Plant surface	Saline	Host-associated (saline)	Plant (saline)	Plant (saline)	Plant surface (saline)	Plant surface (saline)	Plant surface (saline)	marine reef biome	marine benthic feature	organic material	host-associated	host-associated	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll	DICT	not applicable	5.8693	-162.11089	Algae from Palmyra Atoll	algae metagenome	489307	279	837	362	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	100	5.913398507	33.31269259	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3.999783553169131	165	Train	Train	Train	Train	Train
13114.smith.39.s005	Smith39.HAL	smith.39.s005	algae	tissue_sponge_algae	EMP_Feces_smith_39_s005_a03_M_065	65	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10/04/2015 0:00	5	not applicable	Algae swab from Palmyra	0	Smith	39	Smith39	Palmyra algae	EMP sample	Host-associated	Plant	Plant surface	Saline	Host-associated (saline)	Plant (saline)	Plant (saline)	Plant surface (saline)	Plant surface (saline)	Plant surface (saline)	marine reef biome	marine benthic feature	organic material	host-associated	host-associated	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll	HAL	not applicable	5.8693	-162.11089	Algae from Palmyra Atoll	algae metagenome	14064295	21426	58332	44674	501	6.635333999	102.662545	365	6.547520341	81.91856558	1016	7.65744281	175.6291889	1015	7.656773257	175.4186803	832	7.605789516	149.0020601	1590	7.98340255878097	215.16813830699425	962	7.841868314175011	148.71546170457304	1590	7.98340255878097	215.16813830699425	962	7.841868314175011	148.71546170457304	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4.060671310939154	161	Test	Train	Train	Train	Train
13114.smith.39.s006	Smith39.LOBO	smith.39.s006	algae	tissue_sponge_algae	EMP_Feces_smith_39_s006_a03_M_066	66	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10/04/2015 0:00	5	not applicable	Algae swab from Palmyra	0	Smith	39	Smith39	Palmyra algae	EMP sample	Host-associated	Plant	Plant surface	Saline	Host-associated (saline)	Plant (saline)	Plant (saline)	Plant surface (saline)	Plant surface (saline)	Plant surface (saline)	marine reef biome	marine benthic feature	organic material	host-associated	host-associated	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll	LOBO	not applicable	5.8693	-162.11089	Algae from Palmyra Atoll	algae metagenome	1144642	688	3858	1533	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	199	6.778067264	44.35575485	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4.055848887471899	161	Train	Train	Train	Train	Train
13114.smith.39.s007	Smith39.PEYS	smith.39.s007	algae	tissue_sponge_algae	EMP_Feces_smith_39_s007_a03_M_067	67	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10/04/2015 0:00	5	not applicable	Algae swab from Palmyra	0	Smith	39	Smith39	Palmyra algae	EMP sample	Host-associated	Plant	Plant surface	Saline	Host-associated (saline)	Plant (saline)	Plant (saline)	Plant surface (saline)	Plant surface (saline)	Plant surface (saline)	marine reef biome	marine benthic feature	organic material	host-associated	host-associated	Oceania:Kiribati:Northern Line Islands:Palmyra Atoll	PEYS	not applicable	5.8693	-162.11089	Algae from Palmyra Atoll	algae metagenome	8007683	13497	25312	26978	336	6.294827536	80.40947289	301	6.253987535	73.04999699	615	7.236189634	130.1422826	615	7.236189634	130.1422826	580	7.229968584	124.4963798	1242	7.788342919618717	182.95680776915947	858	7.637747003187967	142.0182033460694	1242	7.788342919618717	182.95680776915947	858	7.637747003187967	142.0182033460694	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4.427913512421171	153	Test	Train	Train	Train	Test
